complaint_id,product,issue,consumer_complaint_narrative,date_received
COMP-00211,Mortgage,Managing account,The interest rate on my mortgage was changed without notice. This managing account is causing significant financial hardship.,2020-08-23
COMP-00212,Student loan,Billing disputes,Unauthorized charges appeared on my student loan. I reported the billing disputes but the company refused to investigate properly.,2022-01-25
COMP-00213,Money transfer,Account access issues,I was charged an unexpected fee of $88 on my money transfer account. I called customer service and waited 112 minutes but got no resolution.,2022-10-21
COMP-00214,Auto loan,Fraud or scam,My auto loan application was denied without explanation. The fraud or scam has been ongoing for 84 days and I have received no response.,2024-10-27
COMP-00215,Money transfer,Billing disputes,I have been trying to resolve this billing disputes for 23 days. The money transfer department keeps transferring me without helping.,2020-11-04
COMP-00216,Personal loan,Problem with payment,Unauthorized charges appeared on my personal loan. I reported the problem with payment but the company refused to investigate properly.,2020-11-27
COMP-00217,Auto loan,Account access issues,I have been trying to resolve this account access issues for 14 days. The auto loan department keeps transferring me without helping.,2022-04-12
COMP-00218,Debt collection,Closing account,Unauthorized charges appeared on my debt collection. I reported the closing account but the company refused to investigate properly.,2020-09-05
COMP-00219,Credit card,Account access issues,The interest rate on my credit card was changed without notice. This account access issues is causing significant financial hardship.,2021-11-05
COMP-00220,Student loan,Fraud or scam,My student loan application was denied without explanation. The fraud or scam has been ongoing for 4 days and I have received no response.,2021-08-27
COMP-00221,Debt collection,Incorrect information on report,I have been trying to resolve this incorrect information on report for 86 days. The debt collection department keeps transferring me without helping.,2023-06-15
COMP-00222,Auto loan,Incorrect information on report,My auto loan application was denied without explanation. The incorrect information on report has been ongoing for 20 days and I have received no response.,2021-10-06
COMP-00223,Money transfer,Account access issues,I have been trying to resolve this account access issues for 7 days. The money transfer department keeps transferring me without helping.,2021-08-05
COMP-00224,Auto loan,Closing account,Unauthorized charges appeared on my auto loan. I reported the closing account but the company refused to investigate properly.,2024-11-04
COMP-00225,Student loan,Billing disputes,I was charged an unexpected fee of $246 on my student loan account. I called customer service and waited 70 minutes but got no resolution.,2022-09-04
COMP-00226,Debt collection,Account access issues,I have been trying to resolve this account access issues for 60 days. The debt collection department keeps transferring me without helping.,2021-03-25
COMP-00227,Credit card,Fraud or scam,I was charged an unexpected fee of $364 on my credit card account. I called customer service and waited 109 minutes but got no resolution.,2023-04-10
COMP-00228,Money transfer,Problem with payment,The interest rate on my money transfer was changed without notice. This problem with payment is causing significant financial hardship.,2022-03-20
COMP-00229,Checking account,Fraud or scam,The interest rate on my checking account was changed without notice. This fraud or scam is causing significant financial hardship.,2023-03-04
COMP-00230,Student loan,Fraud or scam,I have been trying to resolve this fraud or scam for 72 days. The student loan department keeps transferring me without helping.,2024-11-02
COMP-00231,Checking account,Billing disputes,Unauthorized charges appeared on my checking account. I reported the billing disputes but the company refused to investigate properly.,2023-04-18
COMP-00232,Credit card,Billing disputes,The interest rate on my credit card was changed without notice. This billing disputes is causing significant financial hardship.,2020-07-16
COMP-00233,Auto loan,Account access issues,I have been trying to resolve this account access issues for 53 days. The auto loan department keeps transferring me without helping.,2023-07-01
